,name,street_address,city,state,latitude,longitude,store_id
2514,Littleton Store,615 Meadow St,Littleton,NH,44.304654,-71.798527,e5cfb0a0-a10c-44fc-932e-4008198989a9
2515,Bentonville Neighborhood Market,3701 Se Dodson Rd,Bentonville,AR,36.3342,-94.197125,1ef89864-f7b6-4ab9-a355-6f558be0c88b
2516,Greer Supercenter,14055 E Wade Hampton Blvd,Greer,SC,34.944079,-82.206339,74f5539c-b987-4320-aab6-6e6e7fe58fb9
2517,New Martinsville Supercenter,1142 S Bridge St,New Martinsville,WV,39.656581,-80.859604,e4398d7b-4825-45c2-896d-f4005baa26ec
2518,Bentonville Neighborhood Market,1703 E. Central Ave,Bentonville,AR,36.372286,-94.189049,3c646fe7-6e20-4071-a416-819d75db21db
2519,Tyler Supercenter,6801 S Broadway Ave,Tyler,TX,32.275089,-95.310407,5415791a-162e-4028-b322-e3146a81b95f
2520,Fresno Neighborhood Market,3131 N Cedar Ave,Fresno,CA,36.778967,-119.756212,25e2300b-9f20-46bb-a407-2bf66135d9bc
2521,Chesterfield Supercenter,45400 Marketplace Blvd,Chesterfield,MI,42.634814,-82.85275,4be00bc0-ef14-4df7-bba6-af2a14db86a9
2522,Madison Supercenter,8650 Madison Blvd,Madison,AL,34.683846,-86.741089,b4e08d8d-f479-4a1b-a029-cbbc21accae5
2523,New Albany Supercenter,2910 Grant Line Rd,New Albany,IN,38.319427,-85.818345,02a91209-7df1-4488-9607-47c5e9c075ce
2524,Clermont Supercenter,1450 Johns Lake Rd,Clermont,FL,28.529979,-81.731337,26871c72-bb28-4408-bfdc-595f5d31983f
2525,Kirkwood Supercenter,1202 S Kirkwood Rd,Kirkwood,MO,38.563071,-90.402996,25657790-3b4c-4dfa-8a96-4a15b11f4adc
2526,Moorefield Supercenter,11 Harness Rd,Moorefield,WV,39.084767,-78.958862,af8b90cc-19c5-4bd7-85fb-3c8e5a583e39
2527,Fenton Supercenter,3700 Owen Rd,Fenton,MI,42.792319,-83.744349,4d7ab825-4289-4237-979a-526eb3d2274b
2528,Gainesville Neighborhood Market,1435 Thompson Bridge Rd,Gainesville,GA,34.321869,-83.834674,974038d0-da4c-41c6-ab88-d126fb671b94
2529,Florence Supercenter,2014 S Irby St,Florence,SC,34.155229,-79.764058,6c6f7ad0-8e7b-4f62-9ea1-11ac913b46c8
2530,White Lake Supercenter,9190 Highland Rd,White Lake,MI,42.660563,-83.467685,bb936d73-1d45-447a-b71c-c30ab3706861
2531,Antioch Supercenter,4893 Lone Tree Way,Antioch,CA,37.96348,-121.761615,6f286f7d-c397-4536-985d-dd7960dff9ad
2532,Nixa Supercenter,1102 N Massey Blvd,Nixa,MO,37.0611436,-93.2988772,98936721-dca7-4c10-b065-d7a8a3da4993
2533,Randleman Supercenter,1021 High Point St,Randleman,NC,35.819671,-79.822953,727b647b-9fce-439b-98b6-7c6cfa443c3f
2534,Franklin Supercenter,1500 Armory Dr,Franklin,VA,36.669841,-76.95532,a579a174-ee56-4671-921f-267e94fb234f
2535,Temecula Supercenter,32225 Temecula Pkwy,Temecula,CA,33.480162,-117.094503,3d978c69-95f4-4336-b8a9-4a102312681c
2536,Kodiak Store,2911 Mill Bay Rd,Kodiak,AK,57.811914,-152.365176,1c66d038-ff3e-4bc3-9b5f-b69f4c9162ab
2537,Harvey Supercenter,1501 Manhattan Blvd,Harvey,LA,29.8954086,-90.0572738,a2107153-b12b-47c3-9068-313a780cf21d
2538,Ketchikan Store,4230 Don King Rd,Ketchikan,AK,55.375474,-131.720399,3e1486ca-84da-472c-a4bc-56b72d58606d
2539,Myrtle Beach Supercenter,541 Seaboard St,Myrtle Beach,SC,33.702814,-78.912123,d45b15be-5bee-4ee9-b700-13ce13802288
2540,Birmingham Supercenter,5919 Trussville Crossings Pkwy,Birmingham,AL,33.638953,-86.629165,0cbc8a7f-8faa-419d-91dd-4c43e8b82c01
2541,Hattiesburg Supercenter,5901 U S Highway 49,Hattiesburg,MS,31.308424,-89.321255,64f03031-156a-4d51-a1ee-f82a559fd975
2542,Diberville Supercenter,3615 Sangani Blvd,Diberville,MS,30.456509,-88.895194,7b8f8c96-fb4d-408a-b89f-7daaaddf2eda
2543,Spencer Supercenter,500 11th St Sw,Spencer,IA,43.125152,-95.152506,80ce4661-a63e-4f5c-b92d-cab2fa10bd72
2544,Houston Store,9555 S Post Oak Rd,Houston,TX,29.676877,-95.457502,9ecf51e0-bbac-4c8e-abb0-ca1eedfc994a
2545,Cedar Rapids Supercenter,3601 29th Ave Sw,Cedar Rapids,IA,41.946689,-91.718565,a0ae1b53-a8e8-4151-ae7e-ea46cbfefb66
2546,Cayey Supercenter,Plz Calle Centl State 1 735,Cayey,PR,18.122469,-66.133854,2e80c7c6-fbde-47e6-b6f9-a26645dff28b
2547,Bristol Store,1400 Farmington Ave,Bristol,CT,41.697557,-72.897663,f8282186-4a42-4aab-8514-269b0ff3274b
2548,Madison Supercenter,127 Grandview Blvd,Madison,MS,32.467307,-90.134679,3bfcdbb9-62cb-438d-8030-00e3c9935e73
2549,Fairbanks Supercenter,537 Johansen Expy,Fairbanks,AK,64.856378,-147.689549,88a07d36-04e1-4f4d-9ad1-a0babf9d76af
2550,Sumiton Supercenter,690 Highway 78,Sumiton,AL,33.745493,-87.041799,36638573-0fa8-4693-b75b-cada7b4be490
2551,Lewis Center Supercenter,8659 Columbus Pike,Lewis Center,OH,40.16509,-83.015842,80e53c54-1f99-4b43-8d04-e0cfaa56e9bc
2552,Pasadena Supercenter,1107 Shaver St,Pasadena,TX,29.693435,-95.210378,ef470705-ba41-4b67-9c71-652afcdde52a
2553,Reynoldsburg Supercenter,2793 Taylor Road Ext,Reynoldsburg,OH,39.939048,-82.785025,5c2df52a-4c7b-4f9b-a0d7-a8ae56782177
2554,Fort Collins Supercenter,1250 E Magnolia St,Fort Collins,CO,40.586243,-105.054716,55fb1c00-2aad-4905-a9bb-2c487dddcaed
2555,Decatur Supercenter,4625 E Maryland St,Decatur,IL,39.818476,-88.883133,55e8a102-482c-4050-933f-ae7d660d93c4
2556,Florida City Supercenter,33501 S Dixie Hwy,Florida City,FL,25.4576229,-80.4731368,ed02a4d3-4fb5-42a0-906e-9ae5cb5ccab5
2557,Tarboro Supercenter,110 River Oaks Dr,Tarboro,NC,35.883283,-77.545274,95f90541-7190-4226-891b-57640a921a91
2558,Gainesville Neighborhood Market,2892 Browns Bridge Rd,Gainesville,GA,34.2801955,-83.8752864,9d5dab4b-493a-4a7d-81d1-c1aab40539d1
2559,Perry Supercenter,1009 Saint Patricks Dr,Perry,GA,32.472626,-83.739099,d2cf220e-bfb9-4435-bac7-662d2b02eee6
2560,Norman Supercenter,601 12th Ave Ne,Norman,OK,35.226725,-97.420395,7b315317-9971-473e-a08d-16ed398e5673
2561,Tampa Supercenter,19910 Bruce B Downs Blvd,Tampa,FL,28.155373,-82.356616,82891547-56cf-40ae-86cb-982fb3f2f6b5
2562,Sacramento Supercenter,6051 Florin Rd,Sacramento,CA,38.499441,-121.433569,163f0c6e-96d3-4594-bb01-9538b78e9e73
2563,Bentonville Neighborhood Market,3510 Se 14th St,Bentonville,AR,36.354297,-94.171075,fdf454c6-f660-4ce0-b11c-04a671c77eda
2564,Villa Rica Supercenter,600 Carrollton Villa Rica Hwy,Villa Rica,GA,33.720124,-84.934926,6407e02b-d5f5-4f2c-9039-07edb7120aa9
2565,Bay Minette Supercenter,701 Mcmeans Ave,Bay Minette,AL,30.886011,-87.790076,9743eb8e-93ec-4152-97fc-c1476b17bac8
2566,Springdale Neighborhood Market,1375 Market Square Dr,Springdale,AR,36.173364,-94.162507,ab9dc007-5188-42d7-a677-58e85b297a37
2567,Sherwood Neighborhood Market,8801 Highway 107,Sherwood,AR,34.83526,-92.233136,157d4596-e3a8-4ae5-9fa7-879599355a09
2568,Fort Smith Neighborhood Market,4900 Rogers Ave Ste 101j,Fort Smith,AR,35.364078,-94.37876,ea6b47d8-7929-46a2-aae5-2bf00d76d67a
2569,Warwick Store,650 Bald Hill Rd,Warwick,RI,41.7192533,-71.4796035,7e84c60a-dbc6-4e78-ac57-684886207cb9
2570,Gulf Shores Supercenter,170 E Fort Morgan Rd,Gulf Shores,AL,30.267427,-87.686198,65e48916-c0b7-4c85-9049-9be36b571917
2571,Fayetteville Neighborhood Market,2690 E Citizens Dr,Fayetteville,AR,36.089556,-94.12304,d646ff23-2002-4bde-bebb-9e53cd131546
2572,Englewood Supercenter,601 Englewood Pkwy,Englewood,CO,39.656168,-104.994756,d1cd0c45-0252-4ef0-9b6e-0a7163fb2ba1
2573,Spruce Pine Supercenter,2514 Halltown Rd,Spruce Pine,NC,35.871161,-82.044367,0e7a0587-a159-4e71-b46e-4c7cf2ec65c5
2574,Commerce City Supercenter,5990 Dahlia St,Commerce City,CO,39.804518,-104.928081,de09f411-1104-4862-b3ba-3c1f6c4d05b8
2575,Waynesboro Supercenter,1500 N Liberty St,Waynesboro,GA,33.107622,-82.024684,8a54e5ee-5fa6-4f98-af01-abedb0d38c04
2576,Murfreesboro Supercenter,2012 Memorial Blvd,Murfreesboro,TN,35.878349,-86.382799,1df3804a-7360-4d9b-9f1a-a5f23c58222b
2577,Flowood Supercenter,5341 Highway 25,Flowood,MS,32.350704,-90.023756,73d4d885-db40-4eeb-bcd0-d75482b56c59
2578,Frederick Supercenter,2421 Monocacy Blvd,Frederick,MD,39.446006,-77.387222,8cbf7656-83be-4fd8-810b-dd60abb240a8
2579,Jackson Supercenter,4206 N College Ave,Jackson,AL,31.559638,-87.875509,76b67062-b533-4f3f-9150-1d4bdc797ee7
2580,Plymouth Supercenter,683 Tenney Mountain Hwy,Plymouth,NH,43.768968,-71.742252,954b8614-1085-403a-a685-f9fbcb615f45
2581,Fairlawn Supercenter,7373 Peppers Ferry Blvd,Fairlawn,VA,37.152359,-80.584909,f1d5ee66-42dc-447b-9cbf-052aa4c730c5
2582,Donna Supercenter,900 N. Salinas Boulevard,Donna,TX,26.1832411,-98.0384441,0f14c2ee-fa1a-4018-9acb-ba60e314bd7a
2583,Pounding Mill Supercenter,13320 G.c. Peery Hwy,Pounding Mill,VA,37.065436,-81.731763,441a2150-57a2-4da1-8bc7-51f133bb8106
2584,Los Fresnos Supercenter,1004 W. Ocean Boulevard,Los Fresnos,TX,26.074583,-97.491285,62aac069-235d-4100-b71b-9ad301a41a1b
2585,Altoona Supercenter,3501 8th St Sw,Altoona,IA,41.647019,-93.504868,bd8128bc-1ec6-43a3-95d4-3210a444afbe
2586,Scottsdale Supercenter,15355 N Northsight Blvd,Scottsdale,AZ,33.624679,-111.893377,aeba2c55-707e-4215-a73e-a0138c893b7e
2587,Mesa Supercenter,4505 E Mckellips Rd,Mesa,AZ,33.449105,-111.733671,8dbdb113-409f-423e-be52-0d4b59329715
2588,San Antonio Supercenter,5626 Walzem Road,San Antonio,TX,29.507595,-98.374863,dc6016dd-d83d-412d-8bd3-6361831d2678
2589,Mesa Supercenter,1955 S Stapley Dr,Mesa,AZ,33.380445,-111.802765,55bb6014-850d-446b-a4f8-cc47b6e1af7b
2590,Clayton Supercenter,1455 Highway 441 S,Clayton,GA,34.859781,-83.404242,814d25f7-589b-41de-88f2-35b78a8e1875
2591,Monticello Supercenter,1088 W Broadway St,Monticello,IN,40.7479,-86.781523,857c4d58-edf8-444e-a8e5-710745ac3d15
2592,Southport Supercenter,1675 N Howe St,Southport,NC,33.942955,-78.032339,a8a95c7c-a5d0-4916-9491-010a0471f860
2593,Lagrange Neighborhood Market,955 Lafayette Parkway,Lagrange,GA,33.0405288,-85.0122579,d1ec9c8a-43e8-4c79-ba53-33fbea131068
2594,Dublin Supercenter,7730 Sawmill Road,Dublin,OH,40.123497,-83.087084,4e6feca5-e02d-4ef0-8246-a9b1b882d426
2595,Coolidge Supercenter,1695 N Arizona Blvd,Coolidge,AZ,33.000049,-111.520207,a19fc388-dfda-459b-b0d5-154dca040752
2596,Mountain Home Supercenter,2745 American Legion Blvd,Mountain Home,ID,43.1366956,-115.6679356,78937bec-cfc8-48f2-a5ff-129ae920b79c
2597,Nampa Supercenter,2100 12th Ave Rd,Nampa,ID,43.548914,-116.569909,11ced2e8-9584-49eb-a58e-40a5b365589c
2598,Surprise Supercenter,13770 W Bell Rd,Surprise,AZ,33.642779,-112.358141,69cb4988-2d4e-474a-8602-238893c8c993
2599,Caldwell Supercenter,5108 Cleveland Blvd,Caldwell,ID,43.631125,-116.646208,66f05c5e-7f7f-4204-b82d-96bc9bcb537a
2600,Lexington Supercenter,500 W New Circle Rd,Lexington,KY,38.069978,-84.480507,eaa2f597-ff57-4775-9d5e-8f952906dbb0
2601,Beatrice Supercenter,3620 N 6th St,Beatrice,NE,40.303688,-96.744313,ccead600-6854-42f1-a436-e8d9ca232b87
2602,Victor Supercenter,441 Commerce Dr,Victor,NY,43.015934,-77.436261,87cccf20-43d7-4c3a-a250-ac8f471e451e
2603,Avon Supercenter,9500 E Us Highway 36,Avon,IN,39.766292,-86.35472,fdff5f7b-924a-4af6-aa19-49f66b110dc1
2604,Georgetown Supercenter,4 College Park Ln,Georgetown,DE,38.702618,-75.404416,61d273ba-4796-4e32-964a-82ddcfd8cf18
2605,Indianapolis Supercenter,7325 N Keystone Ave,Indianapolis,IN,39.887629,-86.118971,7afe9303-665a-456c-868a-48150a08b9f0
2606,Brownsburg Supercenter,400 W Northfield Dr,Brownsburg,IN,39.859194,-86.39654,919cca52-4b65-404e-824a-da8e48ebeaaa
2607,Wayne Supercenter,100 Mcginnis Dr,Wayne,WV,38.256797,-82.429866,b360c188-a69b-4f87-abdb-b2d8e41128dc
2608,Kernersville Supercenter,1130 S Main St,Kernersville,NC,36.110139,-80.102348,342e05d0-f178-4608-9859-feab109db517
2609,Boynton Beach Supercenter,3200 Old Boynton Rd,Boynton Beach,FL,26.529016,-80.095769,e02b1b09-18c4-46c4-a683-6df6a20f73c1
2610,Ephraim Supercenter,777 N Main St,Ephraim,UT,39.37385,-111.589816,e7d720a3-5c7e-4530-9615-dcbb0d5211ab
2611,Oldsmar Supercenter,3801 Tampa Rd,Oldsmar,FL,28.043587,-82.673579,dce301c8-4c4d-4cfd-8142-00dbfb60d346
2612,Clinton Store,8745 Branch Ave,Clinton,MD,38.772247,-76.889544,0a8fabf5-40aa-405d-9e77-dd98d4325261
2613,Ashland Supercenter,145 Hill Carter Pkwy,Ashland,VA,37.755204,-77.459698,34117bfe-a564-4c61-adb8-e9a39483801a
2614,Sturbridge Store,100 Charlton Rd,Sturbridge,MA,42.128106,-72.059988,94a606c4-9265-442d-ad53-63cc110ff051
2615,Albany Neighborhood Market,108 S Westover Blvd,Albany,GA,31.583836,-84.218466,eee7a9f8-7c5f-4772-800d-a860860e4ead
2616,Oklahoma City Supercenter,1801 Belle Isle Blvd,Oklahoma City,OK,35.526356,-97.53971,b4e5016e-9992-432a-8089-29e924300245
2617,Boiling Springs Supercenter,4000 Hwy #9,Boiling Springs,SC,35.0525795,-81.9856878,0387926a-79a4-45f6-bfec-c11901e9c540
2618,Midlothian Supercenter,12200 Chattanooga Plz,Midlothian,VA,37.431919,-77.621472,1334aaab-1da9-4adb-aefb-7e8678f7f6fd
2619,Harrisonburg Supercenter,2160 John Wayland Hwy,Harrisonburg,VA,38.433418,-78.910233,e60741dd-0b23-4f5a-8bbc-9d37f8fcbaee
2620,Emporia Supercenter,303 Market Dr,Emporia,VA,36.7073486,-77.544623,07800471-9de5-4285-8f87-53a0065aead2
2621,Spencer Supercenter,97 Williams Dr,Spencer,WV,38.797766,-81.35037,b666e0c7-3629-402c-bcc6-bcca77a15364
2622,Buckhannon Supercenter,100 Buckhannon Crossroads,Buckhannon,WV,38.998038,-80.234958,b3fecf86-f400-4aa6-8030-976b8b637230
2623,Rochester Supercenter,25 25th St Se,Rochester,MN,43.986706,-92.459468,e3ec71cd-3bea-4d1d-8aea-dffa0ccf4011
2624,Marshfield Supercenter,2001 N Central Ave,Marshfield,WI,44.686521,-90.154602,45ff6653-479a-4de8-a6c4-61464a6b5974
2625,Athens Supercenter,4375 Lexington Rd,Athens,GA,33.934232,-83.30886,6901a11c-07d5-4e4b-b8ea-4a28df0db84e
2626,Rolling Meadows Store,1460 Golf Rd,Rolling Meadows,IL,42.053598,-88.000247,bbd3b903-4209-4bdc-a1e8-132cf3884813
2627,Niles Store,5630 W Touhy Ave,Niles,IL,42.014975,-87.768713,a1464108-072c-47c2-ac5a-a64451b21cf9
2628,Lansing Supercenter,17625 Torrence Ave,Lansing,IL,41.574788,-87.555088,c8f4720f-5251-4fb8-8712-ab502cc8604e
2629,Hammond Supercenter,7850 Cabela Dr,Hammond,IN,41.569186,-87.482627,26e1aac6-3d4a-41a7-92aa-c61d4901fbb2
2630,Edmond Supercenter,2200 W Danforth Rd,Edmond,OK,35.665621,-97.512067,940f01ad-28b9-4e6f-b9e1-5025356840b4
2631,Bluffton Supercenter,2100 N Main St,Bluffton,IN,40.772792,-85.168326,15346d63-6dcc-4f12-a9cc-8ab094aade90
2632,Worthington Supercenter,1055 Ryans Rd,Worthington,MN,43.636684,-95.601827,090e7ff2-22cc-4113-ae52-16a431cad483
2633,Walker Supercenter,28270 Walker Rd S,Walker,LA,30.476454,-90.859838,5d3fc8f3-9dd8-40ee-8520-31d5a180f1c8
2634,Richmond Supercenter,2410 Sheila Ln,Richmond,VA,37.531971,-77.531673,9100078f-ac79-4afd-a4cb-1c31faec6543
2635,Old Bridge Store,1126 Us Highway 9,Old Bridge,NJ,40.447889,-74.30088,ca6b9c5a-a5ca-43af-819e-64fe72c3484e
2636,Parkersburg Supercenter,2900 Pike St,Parkersburg,WV,39.21578,-81.548619,8f4a84fa-8ab7-486b-a4c2-ffde34d0e45b
2637,Coralville Supercenter,2801 Commerce Dr,Coralville,IA,41.697598,-91.612425,c6562a04-aa51-4bb0-8529-d48b926213a9
2638,Coachella Neighborhood Market,83053 Avenue 48,Coachella,CA,33.698811,-116.215202,5267ee82-b8a1-4d22-a63b-988fefa32d7f
2639,Milwaukee Supercenter,3355 S 27th St,Milwaukee,WI,42.983582,-87.950503,e4c77653-0f2f-48d7-87cf-4beb8591faea
2640,Eddystone Store,1570 Chester Pike,Eddystone,PA,39.863664,-75.340694,4adb28c2-82a9-40a3-af9b-88a56f4d474f
2641,Jerome Supercenter,2680 S Lincoln Ave,Jerome,ID,42.694054,-114.515088,4da5e165-afa3-4a14-b614-2d7bf7bedd6a
2642,Hialeah Supercenter,9300 Nw 77th Ave,Hialeah,FL,25.858519,-80.3255,1d34f3b9-cfe0-4c43-b320-554ddfe9afbb
2643,Grafton Supercenter,#1 Wal-mart Lane,Grafton,WV,39.358593,-79.996556,29075f3a-c92b-49f2-8daa-7d43bf557e34
2644,Hardeeville Supercenter,4400 Highway 278,Hardeeville,SC,32.311011,-80.978396,866d34e4-9820-470a-a12d-a31574f6e6b8
2645,San Antonio Neighborhood Market,9006 Guilbeau Road,San Antonio,TX,29.518152,-98.661093,f7f6678b-3a40-40aa-a687-2638cd64136a
2646,Springfield Neighborhood Market,444 W Grand Street,Springfield,MO,37.196415,-93.296293,6c2ac97b-9346-49d9-8d11-a501ecf4c0c6
2647,Fuquay Varina Supercenter,1051 E Broad St,Fuquay Varina,NC,35.59474,-78.781156,7ba2fb24-e3d5-4465-a9fd-1660e22feb49
2648,Henderson Supercenter,540 Marks St,Henderson,NV,36.060452,-115.033216,e605958f-21fc-4e72-9091-3d2bdff07274
2649,Lumberton Store,1740 Route 38,Lumberton,NJ,39.977436,-74.768533,5e0b2b42-45a3-4123-ad31-6b41b6a2ef3d
2650,Corona Supercenter,1290 E Ontario Ave,Corona,CA,33.846009,-117.541261,2814f2a8-1399-4110-b548-700fe482ea91
2651,Summerfield Supercenter,17961 S Us Highway 441,Summerfield,FL,28.962586,-81.96487,6fb9f75e-38e4-476b-82c8-96280090aa98
2652,Brunswick Neighborhood Market,11 Glynn Plaza,Brunswick,GA,31.193456,-81.487474,6836c036-4e0d-444a-b71c-ec9483e732fa
2653,Siler City Supercenter,14215. U.s. Highway 64 West,Siler City,NC,35.732122,-79.428301,dbc557ce-7d94-4516-97af-c803fe2d253b
2654,Clifton Park Supercenter,1549 Route 9,Clifton Park,NY,42.846925,-73.74784,7faceb95-9812-4f25-995c-fd990aa95f0d
2655,Bellevue Supercenter,10504 S 15th St,Bellevue,NE,41.155655,-95.936667,8c0292b9-48af-4f2c-bb9a-ee4001fc66a7
2656,Mason Supercenter,320 Mallard Lane,Mason,WV,39.010434,-82.0343166,8ff585a0-1131-4aba-a58c-44747c6697e6
2657,Olive Branch Supercenter,7950 Craft Goodman Frontage Rd,Olive Branch,MS,34.965043,-89.849695,35eb9a46-1ca0-4820-a0ee-9fc416bb2d24
2658,Moundsville Supercenter,10 Walmart Dr,Moundsville,WV,39.926686,-80.74758,cf28ed16-edb2-4be2-81e5-014f809731c1
2659,Hampstead Supercenter,2320 No. Hanover Pike,Hampstead,MD,39.636036,-76.869339,eb5e81a9-8409-4c4e-a42e-e082d160c6e5
2660,Lisbon Supercenter,180 River Rd,Lisbon,CT,41.583495,-71.98949,59f31089-3d65-4286-abc3-dbc96abd3c51
2661,La Plata Store,40 Drury Dr,La Plata,MD,38.550627,-76.982551,175ec2cd-b25c-492d-b652-4b4db5fcb3ee
2662,Shawnee Supercenter,16100 W 65th St,Shawnee,KS,39.012076,-94.772878,32b36c05-bc27-4132-bcee-b89eb48b573c
2663,Statesboro Neighborhood Market,349 Brampton Ave,Statesboro,GA,32.411345,-81.768958,4452e46c-def1-4abf-989b-c9c72ef39d04
2664,Kansas City Supercenter,8551 N Boardwalk Ave,Kansas City,MO,39.250489,-94.654535,fcec8dc6-e0ad-42fb-bf17-b061b68eab76
2665,Oak Grove Supercenter,201 Se Salem St,Oak Grove,MO,39.014136,-94.122174,b470c424-cb9c-4370-ac99-d1ebaa681496
2666,Pooler Supercenter,160 Pooler Pkwy,Pooler,GA,32.143954,-81.243874,d08ff1d4-d1f3-4509-a77a-f5630fb42c26
2667,Rochester Supercenter,2150 Chili Ave,Rochester,NY,43.133781,-77.688947,f2fdc68a-94c3-4a07-a575-be717399e77f
2668,Meridian Supercenter,4051 E Fairview Ave,Meridian,ID,43.618101,-116.343373,03921a9d-eb9c-4a86-b992-2c8298f6b551
2669,Boise Supercenter,7319 W State St,Boise,ID,43.66992,-116.283599,65239516-4854-4d83-a532-1dca4284c1ab
2670,San Antonio Supercenter,6703 W Loop 1604 N,San Antonio,TX,29.500938,-98.704755,7351e8fc-1254-4be5-b51a-8f356958be21
2671,Okemos Store,5110 Times Square Pl,Okemos,MI,42.72877,-84.407025,d2c129ca-572d-4f80-9cba-65c4a2abc9fb
2672,Lansing Store,3225 Towne Centre Blvd,Lansing,MI,42.765823,-84.521705,89b7b932-5035-469c-bc4b-6727ef0ac09f
2673,Lansing Supercenter,409 N Marketplace Blvd,Lansing,MI,42.738214,-84.675623,00bba51b-08fb-4571-b215-308f4d7bc1ba
2674,Spokane Store,2301 W Wellesley Ave,Spokane,WA,47.69912,-117.445813,85b81eab-da07-49dd-873d-eccb50ba464b
2675,Belleville Supercenter,10562 Belleville Rd,Belleville,MI,42.225518,-83.488377,61829e67-d25e-4287-b302-79030eee49da
2676,Myrtle Beach Neighborhood Market,3915 N Kings Hwy,Myrtle Beach,SC,33.717465,-78.856676,8ea8b636-0c80-4e74-a10b-6ac56ac0811a
2677,Edmond Neighborhood Market,1301 E 2nd St,Edmond,OK,35.654025,-97.463461,0d1288f2-8e7c-49d8-83f4-7833603b1cb4
2678,Glenville Supercenter,200 Dutch Meadows Ln,Glenville,NY,42.84173,-73.944171,debfbf58-c83d-495d-9b53-9757c6d5a3b9
2679,Cinnaminson Supercenter,2501 Route 130 S,Cinnaminson,NJ,40.007816,-74.980895,ef0c0a07-7ce6-488b-8502-96cc36d47c49
2680,Troy Supercenter,2001 W Maple Rd,Troy,MI,42.544286,-83.172576,5d56755e-feb2-4241-8fe6-92b759559643
2681,Oklahoma City Neighborhood Market,11101 N Rockwell Ave,Oklahoma City,OK,35.582485,-97.639996,cb0d8e21-572d-4c40-ba45-ed0f63dafa80
2682,Tulsa Neighborhood Market,6606 E 81st St,Tulsa,OK,36.044977,-95.903172,f2132100-812a-4f6b-a45a-aa3c823b688c
2683,Oklahoma City Neighborhood Market,911 Sw 104th St,Oklahoma City,OK,35.364395,-97.531285,d004b47d-5352-43af-b808-970b7fefeaf9
2684,Kissimmee Supercenter,1471 E Osceola Pkwy,Kissimmee,FL,28.3438221,-81.3860316,bc74ede7-df40-41fc-bea9-5c3bd683e5b6
2685,Maple Grove Supercenter,9451 Dunkirk Ln N,Maple Grove,MN,45.126054,-93.494365,53bf6644-4502-44b6-8cca-ec19dd624a59
2686,Warr Acres Neighborhood Market,6437 N. Macarthur Blvd,Warr Acres,OK,35.538043,-97.62107,8a0bc2d5-41d7-44e9-a76a-2455840939ba
2687,Plano Supercenter,8801 Ohio Dr,Plano,TX,33.097285,-96.799642,6e52d15a-e048-4126-add2-1a5463b4b434
2688,Las Vegas Supercenter,8060 W Tropical Pkwy,Las Vegas,NV,36.271563,-115.271015,493f8083-329d-40d5-847f-d5f5a0fd158b
2689,Pico Rivera Supercenter,8500 Washington Blvd,Pico Rivera,CA,33.985005,-118.105078,8a5fd370-6e47-445f-a932-10e6b713c165
2690,Newport Store,199 Connell Hwy,Newport,RI,41.5110908,-71.31653,bd880ebe-b726-4aaf-9c2b-ad42f07b70c2
2691,Myrtle Beach Neighborhood Market,125 Maryport Drive,Myrtle Beach,SC,33.6325865,-78.9613536,2164657a-a604-4f60-abce-055f62ff485f
2692,Macon Supercenter,5955 Zebulon Rd,Macon,GA,32.882928,-83.759967,5ec3a052-f086-4d5f-80cf-d755967bcc8c
2693,Palmyra Supercenter,100 No Londonderry Square,Palmyra,PA,40.322978,-76.562621,3239111f-745b-4c2f-81aa-4cd8f813a6ce
2694,Clinton Supercenter,2715 S 25th St,Clinton,IA,41.8186521,-90.2426849,b46bb6e0-17bd-44b5-bee4-2d4c4a6d4a69
2695,Odessa Supercenter,2450 Nw Loop 338,Odessa,TX,31.856501,-102.4105268,66610c5e-5247-4038-94ba-facd8c104af5
2696,Parker Supercenter,11101 S Parker Rd,Parker,CO,39.513909,-104.768366,b55cad2a-6bd3-44de-b246-e35fcb785bca
2697,Independence Supercenter,121 Peter Pan Rd,Independence,KS,37.222679,-95.74349,f5fef5b9-2957-4ce8-a896-cdfba9269190
2698,Oakland Supercenter,13164 Garrett Hwy,Oakland,MD,39.422278,-79.391102,48ee0afa-af96-4b7f-a0f1-43565af3de6f
2699,Avon Store,255 W Main St,Avon,CT,41.810565,-72.853767,1c21b933-fc52-4753-b7bc-acaa74646d14
2700,Rocky Hill Store,80 Town Line Rd,Rocky Hill,CT,41.679131,-72.657462,6055e20b-ccea-480b-a15a-7214c676d1b2
2701,Northampton Store,180 N King St,Northampton,MA,42.341605,-72.643749,e4a0f7c2-d5de-4f5d-813c-66f99bbd8832
2702,Chelmsford Store,66 Parkhurst Rd,Chelmsford,MA,42.6228533,-71.360693,6b5b05a9-b960-4210-a30a-35174902fd05
2703,Brockton Store,700 Oak St,Brockton,MA,42.0980861,-71.0567099,14d2c5b2-97ad-4d0a-9f41-17572174d3bc
2704,Framingham Store,121 Worcester Rd,Framingham,MA,42.300898,-71.399512,01abdb71-12f8-49bf-83c7-c5601c1de62b
2705,Suffern Store,250 Route 59,Suffern,NY,41.113316,-74.107074,93974959-c98d-482b-99ca-212a8c59f86b
2706,Miami Gardens Neighborhood Market,3791 Nw 167th Street,Miami Gardens,FL,25.926748,-80.262238,74a8275b-305f-4cfb-937a-d8c425bf2ca7
2707,Riverhead Store,1890 Old Country Rd,Riverhead,NY,40.92474,-72.711673,822cd618-42b3-4527-b2e6-91a2295229cb
